GeneA_HOG	GeneB_HOG
HOG0005261	HOG0011828
HOG0005261	HOG0012095
HOG0005261	HOG0012557
HOG0005261	HOG0012641
HOG0005261	HOG0013355
HOG0005261	HOG0014068
HOG0005261	HOG0015060
HOG0005262	HOG0006550
HOG0005262	HOG0006687
HOG0005262	HOG0006732
HOG0005262	HOG0006771
HOG0005262	HOG0007026
HOG0005262	HOG0007178
HOG0005262	HOG0007271
HOG0005262	HOG0007685
HOG0005262	HOG0007860
HOG0005262	HOG0007909
HOG0005262	HOG0007988
HOG0005262	HOG0008101
HOG0005262	HOG0008108
HOG0005262	HOG0008164
HOG0005262	HOG0008388
HOG0005262	HOG0008408
HOG0005262	HOG0008543
HOG0005262	HOG0008629
HOG0005262	HOG0008679
HOG0005262	HOG0008779
HOG0005262	HOG0008808
HOG0005262	HOG0008907
HOG0005262	HOG0008929
HOG0005262	HOG0008940
HOG0005262	HOG0008967
HOG0005262	HOG0009783
HOG0005262	HOG0009794
HOG0005262	HOG0009817
HOG0005262	HOG0009900
HOG0005262	HOG0009946
HOG0005262	HOG0010223
HOG0005262	HOG0010224
HOG0005262	HOG0010367
HOG0005262	HOG0010441
HOG0005262	HOG0010542
HOG0005262	HOG0010616
HOG0005262	HOG0010976
HOG0005262	HOG0011137
HOG0005262	HOG0011369
HOG0005262	HOG0011519
HOG0005262	HOG0011595
HOG0005262	HOG0011681
HOG0005262	HOG0011765
HOG0005262	HOG0012336
HOG0005262	HOG0012372
HOG0005262	HOG0012497
HOG0005262	HOG0012655
HOG0005262	HOG0012818
HOG0005262	HOG0013752
HOG0005262	HOG0013937
HOG0005262	HOG0014205
HOG0005262	HOG0014280
HOG0005262	HOG0014526
HOG0005262	HOG0015124
HOG0005262	HOG0015287
HOG0005262	HOG0015464
HOG0005262	HOG0015500
HOG0005264	HOG0005553
HOG0005264	HOG0007533
HOG0005264	HOG0007885
HOG0005264	HOG0008948
HOG0005264	HOG0010198
HOG0005264	HOG0011849
HOG0005264	HOG0012154
HOG0005264	HOG0013676
HOG0005264	HOG0013952
HOG0005264	HOG0014130
HOG0005264	HOG0015244
HOG0005264	HOG0015615
HOG0005264	HOG0016906
HOG0005267	HOG0006811
HOG0005268	HOG0005394
HOG0005268	HOG0005615
HOG0005268	HOG0005639
HOG0005268	HOG0005972
HOG0005268	HOG0006252
HOG0005268	HOG0007173
HOG0005268	HOG0007175
HOG0005268	HOG0007621
HOG0005268	HOG0007644
HOG0005268	HOG0007914
HOG0005268	HOG0008361
HOG0005268	HOG0008368
HOG0005268	HOG0008452
HOG0005268	HOG0008504
HOG0005268	HOG0008638
HOG0005268	HOG0008650
HOG0005268	HOG0008706
HOG0005268	HOG0008843
HOG0005268	HOG0008943
HOG0005268	HOG0009190
HOG0005268	HOG0009201
HOG0005268	HOG0009300
HOG0005268	HOG0009453
HOG0005268	HOG0009602
HOG0005268	HOG0009690
HOG0005268	HOG0010095
HOG0005268	HOG0010206
HOG0005268	HOG0010489
HOG0005268	HOG0010705
HOG0005268	HOG0010839
HOG0005268	HOG0011094
HOG0005268	HOG0011205
HOG0005268	HOG0011720
HOG0005268	HOG0012292
HOG0005268	HOG0012807
HOG0005268	HOG0013105
HOG0005268	HOG0013570
HOG0005268	HOG0013704
HOG0005268	HOG0013782
HOG0005268	HOG0013788
HOG0005268	HOG0013953
HOG0005268	HOG0014524
HOG0005268	HOG0015781
HOG0005270	HOG0006184
HOG0005270	HOG0008682
HOG0005271	HOG0013403
HOG0005271	HOG0013484
HOG0005273	HOG0005567
HOG0005273	HOG0006382
HOG0005273	HOG0007542
HOG0005273	HOG0008452
HOG0005273	HOG0008535
HOG0005273	HOG0008638
HOG0005273	HOG0008846
HOG0005273	HOG0010904
HOG0005273	HOG0012005
HOG0005273	HOG0012967
HOG0005273	HOG0013983
HOG0005281	HOG0009242
HOG0005281	HOG0014909
HOG0005285	HOG0006077
HOG0005285	HOG0006321
HOG0005285	HOG0006722
HOG0005285	HOG0007114
HOG0005285	HOG0008267
HOG0005285	HOG0008961
HOG0005285	HOG0011721
HOG0005285	HOG0011761
HOG0005285	HOG0012352
HOG0005285	HOG0012576
HOG0005289	HOG0006515
HOG0005289	HOG0010336
HOG0005289	HOG0010808
HOG0005289	HOG0013374
HOG0005289	HOG0013500
HOG0005289	HOG0013847
HOG0005292	HOG0009870
HOG0005292	HOG0014830
HOG0005292	HOG0015711
HOG0005292	HOG0016234
HOG0005296	HOG0007333
HOG0005296	HOG0007916
HOG0005296	HOG0011414
HOG0005297	HOG0005882
HOG0005297	HOG0006861
HOG0005297	HOG0007400
HOG0005297	HOG0009168
HOG0005297	HOG0009279
HOG0005297	HOG0010658
HOG0005297	HOG0012122
HOG0005297	HOG0012392
HOG0005297	HOG0012398
HOG0005297	HOG0013109
HOG0005297	HOG0013756
HOG0005297	HOG0015244
HOG0005302	HOG0011339
HOG0005302	HOG0012004
HOG0005303	HOG0005606
HOG0005303	HOG0007030
HOG0005303	HOG0007311
HOG0005303	HOG0007326
HOG0005303	HOG0007787
HOG0005303	HOG0012195
HOG0005304	HOG0005403
HOG0005304	HOG0007141
HOG0005304	HOG0007650
HOG0005304	HOG0007866
HOG0005304	HOG0008841
HOG0005304	HOG0009873
HOG0005304	HOG0010761
HOG0005304	HOG0013701
HOG0005304	HOG0016728
HOG0005305	HOG0005402
HOG0005305	HOG0005567
HOG0005305	HOG0007295
HOG0005305	HOG0010192
HOG0005305	HOG0011434
HOG0005307	HOG0007780
HOG0005307	HOG0007951
HOG0005307	HOG0009927
HOG0005307	HOG0009934
HOG0005307	HOG0010204
HOG0005307	HOG0011448
HOG0005307	HOG0012936
HOG0005307	HOG0013515
HOG0005307	HOG0015417
HOG0005307	HOG0015487
HOG0005307	HOG0015859
HOG0005308	HOG0008564
HOG0005308	HOG0012152
HOG0005308	HOG0015697
HOG0005309	HOG0007720
HOG0005309	HOG0008948
HOG0005309	HOG0009057
HOG0005309	HOG0011628
HOG0005309	HOG0013620
HOG0005314	HOG0008348
HOG0005314	HOG0011007
HOG0005314	HOG0011437
HOG0005316	HOG0006278
HOG0005316	HOG0007918
HOG0005316	HOG0009718
HOG0005316	HOG0012558
HOG0005316	HOG0013426
HOG0005318	HOG0005515
HOG0005318	HOG0011522
HOG0005319	HOG0005859
HOG0005319	HOG0009124
HOG0005321	HOG0008373
HOG0005321	HOG0014793
HOG0005321	HOG0015020
HOG0005321	HOG0015178
HOG0005321	HOG0016384
HOG0005322	HOG0005838
HOG0005322	HOG0010300
HOG0005322	HOG0013984
HOG0005324	HOG0005547
HOG0005324	HOG0007908
HOG0005324	HOG0007924
HOG0005324	HOG0010211
HOG0005324	HOG0013002
HOG0005324	HOG0015040
HOG0005327	HOG0005944
HOG0005327	HOG0011310
HOG0005327	HOG0012957
HOG0005327	HOG0013888
HOG0005327	HOG0014901
HOG0005327	HOG0015658
HOG0005328	HOG0006122
HOG0005328	HOG0006945
HOG0005330	HOG0008267
HOG0005331	HOG0006348
HOG0005331	HOG0008440
HOG0005333	HOG0011879
HOG0005334	HOG0007769
HOG0005334	HOG0009808
HOG0005334	HOG0011560
HOG0005334	HOG0014220
HOG0005335	HOG0005687
HOG0005335	HOG0011094
HOG0005335	HOG0011720
HOG0005336	HOG0009884
HOG0005337	HOG0008611
HOG0005337	HOG0010077
HOG0005338	HOG0010849
HOG0005339	HOG0007480
HOG0005339	HOG0015054
HOG0005344	HOG0007807
HOG0005344	HOG0013342
HOG0005344	HOG0013512
HOG0005344	HOG0013693
HOG0005345	HOG0006066
HOG0005345	HOG0009917
HOG0005345	HOG0009929
HOG0005345	HOG0011669
HOG0005348	HOG0008254
HOG0005351	HOG0010279
HOG0005361	HOG0016281
HOG0005364	HOG0009532
HOG0005364	HOG0011828
HOG0005364	HOG0015009
HOG0005365	HOG0008181
HOG0005365	HOG0010909
HOG0005365	HOG0012284
HOG0005365	HOG0013334
HOG0005365	HOG0016311
HOG0005366	HOG0008404
HOG0005366	HOG0009471
HOG0005369	HOG0005547
HOG0005369	HOG0006498
HOG0005369	HOG0006859
HOG0005369	HOG0007476
HOG0005369	HOG0007706
HOG0005369	HOG0009623
HOG0005369	HOG0010461
HOG0005369	HOG0010970
HOG0005369	HOG0012176
HOG0005369	HOG0012240
HOG0005369	HOG0013261
HOG0005369	HOG0013560
HOG0005369	HOG0013670
HOG0005369	HOG0013916
HOG0005371	HOG0007218
HOG0005371	HOG0007555
HOG0005373	HOG0014995
HOG0005375	HOG0005401
HOG0005375	HOG0006306
HOG0005375	HOG0006603
HOG0005375	HOG0007175
HOG0005375	HOG0008771
HOG0005375	HOG0009453
HOG0005375	HOG0009454
HOG0005375	HOG0009690
HOG0005375	HOG0009710
HOG0005375	HOG0009765
HOG0005375	HOG0009825
HOG0005375	HOG0011075
HOG0005375	HOG0011094
HOG0005375	HOG0011720
HOG0005375	HOG0013105
HOG0005375	HOG0014744
HOG0005375	HOG0015140
HOG0005376	HOG0014656
HOG0005377	HOG0005385
HOG0005377	HOG0006092
HOG0005377	HOG0008314
HOG0005377	HOG0009479
HOG0005377	HOG0010160
HOG0005377	HOG0010316
HOG0005377	HOG0011518
HOG0005377	HOG0011720
HOG0005377	HOG0011773
HOG0005377	HOG0013290
HOG0005377	HOG0013393
HOG0005377	HOG0013616
HOG0005377	HOG0013788
HOG0005377	HOG0013914
HOG0005377	HOG0014164
HOG0005377	HOG0015605
HOG0005377	HOG0015651
HOG0005378	HOG0006068
HOG0005378	HOG0007016
HOG0005378	HOG0011522
HOG0005378	HOG0011697
HOG0005378	HOG0014062
HOG0005379	HOG0014252
HOG0005381	HOG0009818
HOG0005381	HOG0010977
HOG0005382	HOG0006836
HOG0005382	HOG0009109
HOG0005385	HOG0007295
HOG0005385	HOG0008355
HOG0005385	HOG0008535
HOG0005385	HOG0009301
HOG0005385	HOG0009390
HOG0005385	HOG0010160
HOG0005385	HOG0010556
HOG0005385	HOG0010867
HOG0005385	HOG0010908
HOG0005385	HOG0010947
HOG0005385	HOG0010974
HOG0005385	HOG0011157
HOG0005385	HOG0011396
HOG0005385	HOG0011550
HOG0005385	HOG0011759
HOG0005385	HOG0011832
HOG0005385	HOG0011864
HOG0005385	HOG0013339
HOG0005385	HOG0013788
HOG0005385	HOG0014051
HOG0005385	HOG0014185
HOG0005385	HOG0014293
HOG0005386	HOG0007247
HOG0005386	HOG0009247
HOG0005387	HOG0006364
HOG0005387	HOG0007900
HOG0005387	HOG0010273
HOG0005387	HOG0014179
HOG0005388	HOG0011886
HOG0005388	HOG0011913
HOG0005389	HOG0005974
HOG0005389	HOG0008626
HOG0005390	HOG0013036
HOG0005392	HOG0013147
HOG0005392	HOG0013477
HOG0005394	HOG0005615
HOG0005394	HOG0005730
HOG0005394	HOG0005889
HOG0005394	HOG0006743
HOG0005394	HOG0007292
HOG0005394	HOG0007513
HOG0005394	HOG0007621
HOG0005394	HOG0007644
HOG0005394	HOG0008361
HOG0005394	HOG0008831
HOG0005394	HOG0008843
HOG0005394	HOG0008943
HOG0005394	HOG0009101
HOG0005394	HOG0009190
HOG0005394	HOG0009300
HOG0005394	HOG0009431
HOG0005394	HOG0010243
HOG0005394	HOG0010982
HOG0005394	HOG0012087
HOG0005394	HOG0012100
HOG0005394	HOG0012269
HOG0005394	HOG0012276
HOG0005394	HOG0012807
HOG0005394	HOG0013570
HOG0005394	HOG0013704
HOG0005394	HOG0013782
HOG0005394	HOG0013788
HOG0005394	HOG0014264
HOG0005394	HOG0014524
HOG0005394	HOG0015605
HOG0005395	HOG0007355
HOG0005395	HOG0007988
HOG0005395	HOG0008762
HOG0005395	HOG0011622
HOG0005395	HOG0012381
HOG0005395	HOG0013411
HOG0005395	HOG0015018
HOG0005395	HOG0015418
HOG0005401	HOG0005496
HOG0005401	HOG0005615
HOG0005401	HOG0005981
HOG0005401	HOG0006037
HOG0005401	HOG0006306
HOG0005401	HOG0006535
HOG0005401	HOG0006603
HOG0005401	HOG0007173
HOG0005401	HOG0007175
HOG0005401	HOG0008087
HOG0005401	HOG0008368
HOG0005401	HOG0008706
HOG0005401	HOG0008771
HOG0005401	HOG0008809
HOG0005401	HOG0009201
HOG0005401	HOG0009453
HOG0005401	HOG0009454
HOG0005401	HOG0009663
HOG0005401	HOG0009690
HOG0005401	HOG0009697
HOG0005401	HOG0009765
HOG0005401	HOG0009825
HOG0005401	HOG0010059
HOG0005401	HOG0010084
HOG0005401	HOG0010489
HOG0005401	HOG0010617
HOG0005401	HOG0010927
HOG0005401	HOG0011075
HOG0005401	HOG0012179
HOG0005401	HOG0013609
HOG0005401	HOG0014037
HOG0005401	HOG0014166
HOG0005401	HOG0014879
HOG0005402	HOG0006539
HOG0005402	HOG0012164
HOG0005403	HOG0006119
HOG0005403	HOG0007650
HOG0005403	HOG0008331
HOG0005403	HOG0010715
HOG0005403	HOG0011525
HOG0005426	HOG0010311
HOG0005428	HOG0013123
HOG0005428	HOG0014904
HOG0005428	HOG0016624
HOG0005432	HOG0008244
HOG0005432	HOG0010256
HOG0005433	HOG0007855
HOG0005433	HOG0009090
HOG0005433	HOG0009840
HOG0005434	HOG0006900
HOG0005434	HOG0009736
HOG0005434	HOG0010064
HOG0005434	HOG0015801
HOG0005435	HOG0007722
HOG0005435	HOG0007733
HOG0005435	HOG0011906
HOG0005435	HOG0015597
HOG0005436	HOG0011223
HOG0005437	HOG0009420
HOG0005454	HOG0005664
HOG0005454	HOG0005687
HOG0005454	HOG0007142
HOG0005454	HOG0011824
HOG0005454	HOG0014960
HOG0005456	HOG0015659
HOG0005459	HOG0006696
HOG0005459	HOG0007650
HOG0005459	HOG0011397
HOG0005459	HOG0011470
HOG0005459	HOG0011915
HOG0005459	HOG0011946
HOG0005459	HOG0012031
HOG0005459	HOG0012936
HOG0005459	HOG0013515
HOG0005459	HOG0014010
HOG0005462	HOG0011057
HOG0005462	HOG0013987
HOG0005463	HOG0011185
HOG0005463	HOG0012457
HOG0005468	HOG0008100
HOG0005469	HOG0010290
HOG0005470	HOG0012967
HOG0005470	HOG0014811
HOG0005478	HOG0006473
HOG0005479	HOG0006170
HOG0005479	HOG0006240
HOG0005479	HOG0006580
HOG0005479	HOG0006762
HOG0005479	HOG0008389
HOG0005479	HOG0008581
HOG0005479	HOG0009324
HOG0005479	HOG0011087
HOG0005479	HOG0014388
HOG0005479	HOG0014881
HOG0005479	HOG0015269
HOG0005481	HOG0006816
HOG0005481	HOG0007778
HOG0005481	HOG0008080
HOG0005481	HOG0009452
HOG0005481	HOG0009635
HOG0005481	HOG0010178
HOG0005481	HOG0010281
HOG0005481	HOG0010708
HOG0005481	HOG0010766
HOG0005481	HOG0011069
HOG0005481	HOG0011164
HOG0005481	HOG0011339
HOG0005481	HOG0012351
HOG0005481	HOG0014975
HOG0005484	HOG0008784
HOG0005484	HOG0011315
HOG0005484	HOG0011850
HOG0005484	HOG0014316
HOG0005486	HOG0013886
HOG0005487	HOG0008774
HOG0005488	HOG0009238
HOG0005489	HOG0009414
HOG0005489	HOG0010346
HOG0005489	HOG0011138
HOG0005489	HOG0012533
HOG0005489	HOG0013635
HOG0005489	HOG0014216
HOG0005489	HOG0014267
HOG0005491	HOG0011582
HOG0005491	HOG0013738
HOG0005491	HOG0015470
HOG0005492	HOG0010914
HOG0005492	HOG0012597
HOG0005495	HOG0005705
HOG0005495	HOG0006659
HOG0005495	HOG0007250
HOG0005495	HOG0007914
HOG0005495	HOG0008887
HOG0005495	HOG0009552
HOG0005495	HOG0009745
HOG0005495	HOG0012892
HOG0005495	HOG0014795
HOG0005496	HOG0007173
HOG0005496	HOG0007175
HOG0005496	HOG0007179
HOG0005496	HOG0007413
HOG0005496	HOG0007640
HOG0005496	HOG0007678
HOG0005496	HOG0007898
HOG0005496	HOG0007914
HOG0005496	HOG0008332
HOG0005496	HOG0008452
HOG0005496	HOG0008544
HOG0005496	HOG0008580
HOG0005496	HOG0008650
HOG0005496	HOG0008809
HOG0005496	HOG0008943
HOG0005496	HOG0009201
HOG0005496	HOG0009427
HOG0005496	HOG0009453
HOG0005496	HOG0009454
HOG0005496	HOG0009690
HOG0005496	HOG0010489
HOG0005496	HOG0011094
HOG0005496	HOG0011201
HOG0005496	HOG0011720
HOG0005496	HOG0012179
HOG0005496	HOG0015634
HOG0005497	HOG0014294
HOG0005499	HOG0006267
HOG0005505	HOG0009851
HOG0005505	HOG0012089
HOG0005505	HOG0012638
HOG0005505	HOG0012863
HOG0005510	HOG0011714
HOG0005511	HOG0005731
HOG0005511	HOG0006151
HOG0005511	HOG0010220
HOG0005511	HOG0010940
HOG0005511	HOG0011333
HOG0005511	HOG0011594
HOG0005511	HOG0011605
HOG0005511	HOG0011679
HOG0005511	HOG0011767
HOG0005511	HOG0011813
HOG0005511	HOG0012241
HOG0005511	HOG0012516
HOG0005511	HOG0012829
HOG0005511	HOG0013515
HOG0005511	HOG0013778
HOG0005511	HOG0014027
HOG0005511	HOG0014093
HOG0005511	HOG0014269
HOG0005511	HOG0014574
HOG0005511	HOG0014736
HOG0005511	HOG0014812
HOG0005513	HOG0006094
HOG0005513	HOG0006418
HOG0005513	HOG0011960
HOG0005513	HOG0012248
HOG0005513	HOG0013569
HOG0005513	HOG0014665
HOG0005514	HOG0007287
HOG0005514	HOG0008854
HOG0005514	HOG0010223
HOG0005514	HOG0012520
HOG0005514	HOG0013411
HOG0005515	HOG0007718
HOG0005515	HOG0009543
HOG0005516	HOG0007229
HOG0005516	HOG0012430
HOG0005516	HOG0012800
HOG0005516	HOG0015417
HOG0005520	HOG0005799
HOG0005520	HOG0010175
HOG0005520	HOG0011637
HOG0005520	HOG0014353
HOG0005520	HOG0015194
HOG0005522	HOG0014776
HOG0005523	HOG0010333
HOG0005523	HOG0013086
HOG0005523	HOG0013677
HOG0005527	HOG0006354
HOG0005527	HOG0006964
HOG0005527	HOG0011413
HOG0005527	HOG0012546
HOG0005527	HOG0013614
HOG0005527	HOG0015069
HOG0005530	HOG0010312
HOG0005530	HOG0011626
HOG0005530	HOG0011954
HOG0005530	HOG0013190
HOG0005530	HOG0014226
HOG0005530	HOG0014249
HOG0005530	HOG0014273
HOG0005535	HOG0009328
HOG0005536	HOG0006749
HOG0005539	HOG0006908
HOG0005539	HOG0011102
HOG0005540	HOG0007486
HOG0005541	HOG0012920
HOG0005542	HOG0013115
HOG0005543	HOG0009564
HOG0005543	HOG0011760
HOG0005545	HOG0010515
HOG0005545	HOG0012797
HOG0005545	HOG0012931
HOG0005545	HOG0013844
HOG0005547	HOG0006106
HOG0005547	HOG0006664
HOG0005547	HOG0007813
HOG0005547	HOG0007885
HOG0005547	HOG0007908
HOG0005547	HOG0009277
HOG0005547	HOG0009381
HOG0005547	HOG0009633
HOG0005547	HOG0011790
HOG0005547	HOG0012121
HOG0005547	HOG0012248
HOG0005547	HOG0014130
HOG0005547	HOG0015244
HOG0005547	HOG0015774
HOG0005550	HOG0014224
HOG0005551	HOG0007857
HOG0005551	HOG0008576
HOG0005551	HOG0008670
HOG0005551	HOG0008895
HOG0005551	HOG0010289
HOG0005551	HOG0010821
HOG0005551	HOG0010927
HOG0005551	HOG0011205
HOG0005551	HOG0011602
HOG0005551	HOG0011676
HOG0005551	HOG0013148
HOG0005552	HOG0011055
HOG0005553	HOG0009358
HOG0005553	HOG0009920
HOG0005553	HOG0015615
HOG0005555	HOG0009375
HOG0005555	HOG0011047
HOG0005555	HOG0011577
HOG0005555	HOG0014931
HOG0005555	HOG0015466
HOG0005556	HOG0009842
HOG0005557	HOG0007666
HOG0005557	HOG0013142
HOG0005557	HOG0016672
HOG0005558	HOG0005731
HOG0005558	HOG0005894
HOG0005558	HOG0006125
HOG0005558	HOG0006151
HOG0005558	HOG0006819
HOG0005558	HOG0007141
HOG0005558	HOG0007940
HOG0005558	HOG0008550
HOG0005558	HOG0008745
HOG0005558	HOG0009279
HOG0005558	HOG0009389
HOG0005558	HOG0009516
HOG0005558	HOG0009740
HOG0005558	HOG0009804
HOG0005558	HOG0010401
HOG0005558	HOG0010820
HOG0005558	HOG0010893
HOG0005558	HOG0010896
HOG0005558	HOG0011540
HOG0005558	HOG0011605
HOG0005558	HOG0011656
HOG0005558	HOG0011813
HOG0005558	HOG0011997
HOG0005558	HOG0012231
HOG0005558	HOG0012241
HOG0005558	HOG0012392
HOG0005558	HOG0012393
HOG0005558	HOG0012829
HOG0005558	HOG0012861
HOG0005558	HOG0013041
HOG0005558	HOG0013084
HOG0005558	HOG0013159
HOG0005558	HOG0013169
HOG0005558	HOG0013499
HOG0005558	HOG0013649
HOG0005558	HOG0013707
HOG0005558	HOG0014220
HOG0005558	HOG0016725
HOG0005559	HOG0016150
HOG0005560	HOG0006407
HOG0005560	HOG0006536
HOG0005560	HOG0010523
HOG0005560	HOG0010892
HOG0005560	HOG0011004
HOG0005560	HOG0011448
HOG0005560	HOG0011533
HOG0005560	HOG0016255
HOG0005561	HOG0005919
HOG0005561	HOG0007124
HOG0005561	HOG0007686
HOG0005561	HOG0008016
HOG0005561	HOG0009589
HOG0005561	HOG0009694
HOG0005561	HOG0010225
HOG0005561	HOG0010863
HOG0005561	HOG0011121
HOG0005561	HOG0011495
HOG0005561	HOG0011537
HOG0005561	HOG0013263
HOG0005567	HOG0005570
HOG0005567	HOG0005579
HOG0005567	HOG0005615
HOG0005567	HOG0005887
HOG0005567	HOG0005921
HOG0005567	HOG0005944
HOG0005567	HOG0006278
HOG0005567	HOG0006535
HOG0005567	HOG0006743
HOG0005567	HOG0006756
HOG0005567	HOG0006939
HOG0005567	HOG0007175
HOG0005567	HOG0007295
HOG0005567	HOG0007452
HOG0005567	HOG0007542
HOG0005567	HOG0008005
HOG0005567	HOG0008324
HOG0005567	HOG0008342
HOG0005567	HOG0008344
HOG0005567	HOG0008368
HOG0005567	HOG0008452
HOG0005567	HOG0008569
HOG0005567	HOG0008638
HOG0005567	HOG0008706
HOG0005567	HOG0008805
HOG0005567	HOG0008828
HOG0005567	HOG0008831
HOG0005567	HOG0009101
HOG0005567	HOG0009133
HOG0005567	HOG0009201
HOG0005567	HOG0009260
HOG0005567	HOG0009300
HOG0005567	HOG0009301
HOG0005567	HOG0009313
HOG0005567	HOG0009439
HOG0005567	HOG0009453
HOG0005567	HOG0009465
HOG0005567	HOG0009479
HOG0005567	HOG0009602
HOG0005567	HOG0009678
HOG0005567	HOG0009690
HOG0005567	HOG0009695
HOG0005567	HOG0009733
HOG0005567	HOG0009828
HOG0005567	HOG0010170
HOG0005567	HOG0010186
HOG0005567	HOG0010206
HOG0005567	HOG0010243
HOG0005567	HOG0010469
HOG0005567	HOG0010489
HOG0005567	HOG0010494
HOG0005567	HOG0010563
HOG0005567	HOG0010678
HOG0005567	HOG0010904
HOG0005567	HOG0011075
HOG0005567	HOG0011111
HOG0005567	HOG0011126
HOG0005567	HOG0011157
HOG0005567	HOG0011223
HOG0005567	HOG0011409
HOG0005567	HOG0011518
HOG0005567	HOG0011550
HOG0005567	HOG0011622
HOG0005567	HOG0011673
HOG0005567	HOG0011758
HOG0005567	HOG0011820
HOG0005567	HOG0011862
HOG0005567	HOG0011970
HOG0005567	HOG0011972
HOG0005567	HOG0012179
HOG0005567	HOG0012321
HOG0005567	HOG0012344
HOG0005567	HOG0012346
HOG0005567	HOG0012610
HOG0005567	HOG0012986
HOG0005567	HOG0013051
HOG0005567	HOG0013085
HOG0005567	HOG0013294
HOG0005567	HOG0013524
HOG0005567	HOG0013570
HOG0005567	HOG0013782
HOG0005567	HOG0013877
HOG0005567	HOG0013926
HOG0005567	HOG0013983
HOG0005567	HOG0014122
HOG0005567	HOG0014199
HOG0005567	HOG0015068
HOG0005567	HOG0015164
HOG0005567	HOG0015397
HOG0005567	HOG0015563
HOG0005570	HOG0005615
HOG0005570	HOG0005639
HOG0005570	HOG0005887
HOG0005570	HOG0005944
HOG0005570	HOG0005981
HOG0005570	HOG0006011
HOG0005570	HOG0006535
HOG0005570	HOG0007164
HOG0005570	HOG0007173
HOG0005570	HOG0007175
HOG0005570	HOG0007346
HOG0005570	HOG0007542
HOG0005570	HOG0007621
HOG0005570	HOG0007678
HOG0005570	HOG0007965
HOG0005570	HOG0008368
HOG0005570	HOG0008452
HOG0005570	HOG0008476
HOG0005570	HOG0008650
HOG0005570	HOG0008706
HOG0005570	HOG0008809
HOG0005570	HOG0008843
HOG0005570	HOG0008943
HOG0005570	HOG0009074
HOG0005570	HOG0009117
HOG0005570	HOG0009190
HOG0005570	HOG0009201
HOG0005570	HOG0009300
HOG0005570	HOG0009453
HOG0005570	HOG0009465
HOG0005570	HOG0009479
HOG0005570	HOG0009602
HOG0005570	HOG0009690
HOG0005570	HOG0009697
HOG0005570	HOG0009825
HOG0005570	HOG0010049
HOG0005570	HOG0010186
HOG0005570	HOG0010206
HOG0005570	HOG0010489
HOG0005570	HOG0010563
HOG0005570	HOG0011075
HOG0005570	HOG0011773
HOG0005570	HOG0011867
HOG0005570	HOG0011934
HOG0005570	HOG0012100
HOG0005570	HOG0012179
HOG0005570	HOG0012321
HOG0005570	HOG0012390
HOG0005570	HOG0012610
HOG0005570	HOG0012807
HOG0005570	HOG0012808
HOG0005570	HOG0013183
HOG0005570	HOG0013524
HOG0005570	HOG0013570
HOG0005570	HOG0013782
HOG0005570	HOG0013914
HOG0005570	HOG0014166
HOG0005570	HOG0014524
HOG0005570	HOG0014879
HOG0005570	HOG0015145
HOG0005570	HOG0016236
HOG0005571	HOG0014785
HOG0005573	HOG0013111
HOG0005573	HOG0013431
HOG0005573	HOG0016341
HOG0005577	HOG0007183
HOG0005577	HOG0014996
HOG0005579	HOG0005730
HOG0005579	HOG0005861
HOG0005579	HOG0006107
HOG0005579	HOG0006535
HOG0005579	HOG0006697
HOG0005579	HOG0006743
HOG0005579	HOG0006756
HOG0005579	HOG0007292
HOG0005579	HOG0007295
HOG0005579	HOG0007358
HOG0005579	HOG0007452
HOG0005579	HOG0007513
HOG0005579	HOG0007626
HOG0005579	HOG0007898
HOG0005579	HOG0008156
HOG0005579	HOG0008324
HOG0005579	HOG0008342
HOG0005579	HOG0008828
HOG0005579	HOG0008831
HOG0005579	HOG0008941
HOG0005579	HOG0009133
HOG0005579	HOG0009260
HOG0005579	HOG0009431
HOG0005579	HOG0009465
HOG0005579	HOG0009602
HOG0005579	HOG0009678
HOG0005579	HOG0009733
HOG0005579	HOG0009810
HOG0005579	HOG0009828
HOG0005579	HOG0010140
HOG0005579	HOG0010170
HOG0005579	HOG0010243
HOG0005579	HOG0010376
HOG0005579	HOG0010494
HOG0005579	HOG0010563
HOG0005579	HOG0010614
HOG0005579	HOG0010678
HOG0005579	HOG0011126
HOG0005579	HOG0011223
HOG0005579	HOG0011518
HOG0005579	HOG0011645
HOG0005579	HOG0011673
HOG0005579	HOG0011820
HOG0005579	HOG0011862
HOG0005579	HOG0011970
HOG0005579	HOG0011972
HOG0005579	HOG0012276
HOG0005579	HOG0012346
HOG0005579	HOG0012986
HOG0005579	HOG0012992
HOG0005579	HOG0013051
HOG0005579	HOG0013181
HOG0005579	HOG0013183
HOG0005579	HOG0013227
HOG0005579	HOG0013242
HOG0005579	HOG0013294
HOG0005579	HOG0013400
HOG0005579	HOG0013704
HOG0005579	HOG0013864
HOG0005579	HOG0013877
HOG0005579	HOG0013926
HOG0005579	HOG0013983
HOG0005579	HOG0014122
HOG0005579	HOG0014177
HOG0005579	HOG0014199
HOG0005579	HOG0014264
HOG0005579	HOG0014610
HOG0005579	HOG0015145
HOG0005579	HOG0015164
HOG0005579	HOG0015397
HOG0005584	HOG0011917
HOG0005584	HOG0012595
HOG0005584	HOG0012822
HOG0005584	HOG0012872
HOG0005584	HOG0013424
HOG0005588	HOG0009294
HOG0005588	HOG0010506
HOG0005590	HOG0013427
HOG0005590	HOG0014108
