HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0006362	NA	gray	Other	2	Atha__AT4G18640, Atha__AT5G45840
HOG0006366	NA	gray	Other	2	Atha__AT4G34850
HOG0006367	NA	gray	Other	2	Atha__AT4G01510, Atha__AT1G01020
HOG0006369	NA	red	Mitochondria	1	Atha__AT4G33920
HOG0006371	NA	gray	Other	2	Atha__AT5G54650, Atha__AT4G15200
HOG0006373	NA	gray	Other	2	Atha__AT4G15920, Atha__AT3G16690
HOG0006374	NA	gray	Other	2	Atha__AT4G32400
HOG0006379	NA	gray	Other	2	Atha__AT4G35000
HOG0006382	NA	gray	Other	2	Atha__AT4G09760, Atha__AT1G71697, Atha__AT1G74320
HOG0006383	NA	gray	Other	2	Atha__AT4G27680, Atha__AT5G53540
HOG0006386	NA	gray	Other	2	Atha__AT4G38580, Atha__AT4G35060
HOG0006387	NA	gray	Other	2	Atha__AT5G66110
HOG0006394	NA	gray	Other	2	Atha__AT1G25510, Atha__AT3G18490
HOG0006398	NA	gray	Other	2	Atha__AT1G21610, Atha__AT1G77310
HOG0006399	NA	gray	Other	2	Atha__AT1G79710, Atha__AT5G25040, Atha__AT5G25050
HOG0006403	NA	gray	Other	2	Atha__AT1G30550, Atha__AT1G30545
HOG0006407	NA	gray	Other	2	Atha__AT1G15500, Atha__AT1G80300
HOG0006408	NA	gray	Other	2	Atha__AT1G75230, Atha__AT1G19480, Atha__AT3G50880
HOG0006416	NA	gray	Other	2	Atha__AT3G06500, Atha__AT3G05820, Atha__AT1G56560
HOG0006417	NA	gray	Other	2	Atha__AT1G15950, Atha__AT1G80820
HOG0006418	NA	red	Mitochondria	1	Atha__AT1G28510
HOG0006419	NA	gray	Other	2	Atha__AT1G76705, Atha__AT5G03960, Atha__AT5G13460
HOG0006420	NA	gray	Other	2	Atha__AT1G48880
HOG0006422	NA	gray	Other	2	Atha__AT1G01650, Atha__AT1G63690
HOG0006423	NA	gray	Other	2	Atha__AT1G72740, Atha__AT1G17520
HOG0006425	NA	Green	Plastid	3	Atha__AT1G56070, Atha__AT3G12915
HOG0006430	NA	gray	Other	2	Atha__AT1G27190, Atha__AT1G69990, Atha__AT3G28450
HOG0006432	NA	gray	Other	2	Atha__AT1G73875, Atha__AT3G18500
HOG0006433	NA	Green	Plastid	3	Atha__AT1G54710, Atha__AT1G03380
HOG0006439	NA	gray	Other	2	Atha__AT1G53050
HOG0006440	NA	gray	Other	2	Atha__AT1G67300, Atha__AT1G79820
HOG0006441	NA	gray	Other	2	Atha__AT1G19400, Atha__AT1G75180
HOG0006447	NA	gray	Other	2	Atha__AT5G04940, Atha__AT1G73100
HOG0006454	NA	gray	Other	2	Atha__AT1G76510, Atha__AT1G20910
HOG0006457	NA	gray	Other	2	Atha__AT1G21920, Atha__AT1G77660
HOG0006460	NA	gray	Other	2	Atha__AT5G02620, Atha__AT1G07710, Atha__AT5G60070
HOG0006463	NA	gray	Other	2	Atha__AT1G67580
HOG0006464	NA	gray	Other	2	Atha__AT1G07705, Atha__AT5G59710
HOG0006465	NA	gray	Other	2	Atha__AT1G58120
HOG0006470	NA	gray	Other	2	Atha__AT1G75020, Atha__AT3G18850
HOG0006472	NA	gray	Other	2	Atha__AT1G70180
HOG0006473	NA	gray	Other	2	Atha__AT5G14890, Atha__AT1G70280, Atha__AT1G23880
HOG0006474	NA	gray	Other	2	Atha__AT1G67060
HOG0006477	NA	gray	Other	2	Atha__AT1G49840, Atha__AT3G19540
HOG0006479	NA	gray	Other	2	Atha__AT3G43210, Atha__AT1G18370
HOG0006482	NA	gray	Other	2	Atha__AT1G51260, Atha__AT3G57650
HOG0006484	NA	gray	Other	2	Atha__AT1G13580, Atha__AT3G25540
HOG0006486	NA	gray	Other	2	Atha__AT1G58250, Atha__AT5G49680
HOG0006491	NA	gray	Other	2	Atha__AT1G09970, Atha__AT3G19700
HOG0006492	NA	gray	Other	2	Atha__AT3G18710, Atha__AT5G64660, Atha__AT5G09800
HOG0006493	NA	gray	Other	2	Atha__AT3G04080, Atha__AT5G18280
HOG0006494	NA	gray	Other	2	Atha__AT3G11270, Atha__AT5G05780
HOG0006495	NA	gray	Other	2	Atha__AT3G06770, Atha__AT5G49215, Atha__AT3G16850
HOG0006498	NA	gray	Other	2	Atha__AT5G43300, Atha__AT5G41080, Atha__AT3G02040
HOG0006499	NA	gray	Other	2	Atha__AT3G55140, Atha__AT3G09540
HOG0006503	NA	gray	Other	2	Atha__AT3G20610, Atha__AT3G20600, Atha__AT3G20590
HOG0006504	NA	red	Mitochondria	1	Atha__AT3G27240, Atha__AT5G40810
HOG0006506	NA	gray	Other	2	Atha__AT3G51660
HOG0006509	NA	Green	Plastid	3	Atha__AT3G23640
HOG0006510	NA	gray	Other	2	Atha__AT3G54340
HOG0006515	NA	gray	Other	2	Atha__AT3G51650, Atha__AT3G51640
HOG0006517	NA	red	Mitochondria	1	Atha__AT3G63150, Atha__AT3G05310, Atha__AT5G27540
HOG0006519	NA	gray	Other	2	Atha__AT3G49810, Atha__AT5G65920
HOG0006523	NA	gray	Other	2	Atha__AT3G02090
HOG0006524	NA	gray	Other	2	Atha__AT5G12980, Atha__AT3G20800
HOG0006525	NA	gray	Other	2	Atha__AT3G45310, Atha__AT5G60360
HOG0006527	NA	gray	Other	2	Atha__AT5G48570, Atha__AT3G25230
HOG0006528	NA	gray	Other	2	Atha__AT3G47550
HOG0006535	NA	gray	Other	2	Atha__AT3G13060, Atha__AT5G58190
HOG0006536	NA	gray	Other	2	Atha__AT3G01170, Atha__AT5G15260
HOG0006539	NA	gray	Other	2	Atha__AT3G03940, Atha__AT5G18190
HOG0006543	NA	gray	Other	2	Atha__AT3G42830
HOG0006548	NA	gray	Other	2	Atha__AT3G53850, Atha__AT5G02060
HOG0006550	NA	Green	Plastid	3	Atha__AT3G63130, Atha__AT5G19320
HOG0006552	NA	NA	NA	4	HOG0006552
HOG0006553	NA	gray	Other	2	Atha__AT3G51460, Atha__AT5G66020
HOG0006555	NA	gray	Other	2	Atha__AT3G11240, Atha__AT5G05700
HOG0006556	NA	gray	Other	2	Atha__AT3G50380
HOG0006558	NA	gray	Other	2	Atha__AT3G52310, Atha__AT5G06530
HOG0006562	NA	gray	Other	2	Atha__AT5G64970
HOG0006565	NA	gray	Other	2	Atha__AT5G04500
HOG0006570	NA	gray	Other	2	Atha__AT5G33300, Atha__AT5G60930
HOG0006572	NA	Green	Plastid	3	Atha__AT5G06690
HOG0006573	NA	Green	Plastid	3	Atha__AT5G04260
HOG0006574	NA	gray	Other	2	Atha__AT5G24470
HOG0006578	NA	gray	Other	2	Atha__AT5G05010
HOG0006579	NA	gray	Other	2	Atha__AT5G67550
HOG0006580	NA	red	Mitochondria	1	Atha__AT5G64560, Atha__AT5G09690, Atha__AT5G09720
HOG0006581	NA	gray	Other	2	Atha__AT5G55310, Atha__AT5G55300
HOG0006582	NA	gray	Other	2	Atha__AT5G35370
HOG0006584	NA	gray	Other	2	Atha__AT5G35200
HOG0006589	NA	gray	Other	2	Atha__AT5G16280
HOG0006590	NA	gray	Other	2	Atha__AT5G42800
HOG0006593	NA	gray	Other	2	Atha__AT5G11720
HOG0006598	NA	Green	Plastid	3	Atha__AT5G46110
HOG0006603	NA	NA	NA	4	HOG0006603
HOG0006604	NA	gray	Other	2	Atha__AT5G47240
HOG0006613	NA	NA	NA	4	HOG0006613
HOG0006649	NA	gray	Other	2	Atha__AT5G02190, Atha__AT2G39710
HOG0006653	NA	gray	Other	2	Atha__AT2G38410, Atha__AT5G01760
HOG0006656	NA	gray	Other	2	Atha__AT3G59350, Atha__AT1G06700, Atha__AT2G30730, Atha__AT2G30740
HOG0006657	NA	gray	Other	2	Atha__AT2G31800, Atha__AT2G43850, Atha__AT3G59830
HOG0006659	NA	gray	Other	2	Atha__AT2G30460, Atha__AT1G06890
HOG0006661	NA	gray	Other	2	Atha__AT2G22660, Atha__AT4G37900
HOG0006662	NA	gray	Other	2	Atha__AT2G27930
HOG0006663	NA	gray	Other	2	Atha__AT2G33500, Atha__AT1G28050
HOG0006664	NA	gray	Other	2	Atha__AT2G16750, Atha__AT4G35030
HOG0006666	NA	gray	Other	2	Atha__AT2G47090, Atha__AT3G62240
HOG0006669	NA	gray	Other	2	Atha__AT2G42005, Atha__AT4G38250, Atha__AT5G65990
HOG0006673	NA	gray	Other	2	Atha__AT2G15580
HOG0006674	NA	gray	Other	2	Atha__AT2G14110
HOG0006679	NA	gray	Other	2	Atha__AT2G26430
HOG0006681	NA	gray	Other	2	Atha__AT3G44940, Atha__AT5G22930, Atha__AT2G28140
HOG0006683	NA	gray	Other	2	Atha__AT2G25850, Atha__AT4G32850
HOG0006687	NA	gray	Other	2	Atha__AT3G23590, Atha__AT2G48110
HOG0006690	NA	gray	Other	2	Atha__AT4G22740, Atha__AT2G45380
HOG0006692	NA	gray	Other	2	Atha__AT2G34380, Atha__AT1G29760
HOG0006695	NA	gray	Other	2	Atha__AT2G01920, Atha__AT1G14686, Atha__AT1G25240, Atha__AT1G68110
HOG0006696	NA	gray	Other	2	Atha__AT2G15900
HOG0006697	NA	gray	Other	2	Atha__AT5G64500, Atha__AT2G22730, Atha__AT5G65687
HOG0006699	NA	gray	Other	2	Atha__AT2G35430, Atha__AT1G32360
HOG0006700	NA	gray	Other	2	Atha__AT3G63070, Atha__AT2G48160
HOG0006702	NA	gray	Other	2	Atha__AT2G42490
HOG0006706	NA	gray	Other	2	Atha__AT4G18130, Atha__AT2G18790, Atha__AT4G16250
HOG0006710	NA	gray	Other	2	Atha__AT2G47920, Atha__AT4G03153, Atha__AT1G03470
HOG0006711	NA	gray	Other	2	Atha__AT2G17780, Atha__AT4G35920
HOG0006712	NA	Green	Plastid	3	Atha__AT2G05990
HOG0006714	NA	gray	Other	2	Atha__AT2G26250
HOG0006715	NA	red	Mitochondria	1	Atha__AT3G08860, Atha__AT2G38400
HOG0006716	NA	gray	Other	2	Atha__AT2G31580, Atha__AT2G32320
HOG0006718	NA	gray	Other	2	Atha__AT1G74910, Atha__AT2G04650
HOG0006721	NA	gray	Other	2	Atha__AT2G38430, Atha__AT3G54310
HOG0006722	NA	gray	Other	2	Atha__AT2G25070, Atha__AT4G31860
HOG0006724	NA	gray	Other	2	Atha__AT2G34970, Atha__AT3G02270, Atha__AT4G18300
HOG0006725	NA	gray	Other	2	Atha__AT2G47800, Atha__AT3G62700
HOG0006727	NA	gray	Other	2	Atha__AT2G31280, Atha__AT1G06150
HOG0006728	NA	red	Mitochondria	1	Atha__AT4G24570, Atha__AT2G22500
HOG0006729	NA	gray	Other	2	Atha__AT5G66070, Atha__AT2G17730, Atha__AT4G35840
HOG0006730	NA	Green	Plastid	3	Atha__AT2G21340, Atha__AT4G39030
HOG0006731	NA	gray	Other	2	Atha__AT2G19860, Atha__AT4G29130
HOG0006732	NA	gray	Other	2	Atha__AT2G18840, Atha__AT4G30260
HOG0006733	NA	gray	Other	2	Atha__AT2G43020, Atha__AT3G59050
HOG0006736	NA	gray	Other	2	Atha__AT2G04280, Atha__AT4G12700
HOG0006737	NA	Green	Plastid	3	Atha__AT2G21330, Atha__AT4G38970
HOG0006739	NA	gray	Other	2	Atha__AT5G57210, Atha__AT2G19240, Atha__AT4G29950
HOG0006740	NA	gray	Other	2	Atha__AT2G28490
HOG0006742	NA	gray	Other	2	Atha__AT2G42320, Atha__AT3G57780
HOG0006743	NA	gray	Other	2	Atha__AT2G45010, Atha__AT5G51400
HOG0006747	NA	gray	Other	2	Atha__AT4G23570, Atha__AT4G11260
HOG0006748	NA	gray	Other	2	Atha__AT3G02050
HOG0006750	NA	gray	Other	2	Atha__AT4G34450
HOG0006751	NA	gray	Other	2	Atha__AT1G30200, Atha__AT4G18380, Atha__AT5G46170
HOG0006753	NA	gray	Other	2	Atha__AT4G35090, Atha__AT1G20630
HOG0006756	NA	red	Mitochondria	1	Atha__AT4G21090, Atha__AT4G05450
HOG0006757	NA	gray	Other	2	Atha__AT4G33910
HOG0006758	NA	gray	Other	2	Atha__AT4G24800, Atha__AT3G48390, Atha__AT5G63190
HOG0006760	NA	gray	Other	2	Atha__AT4G10710
HOG0006762	NA	gray	Other	2	Atha__AT4G27650, Atha__AT3G58390
HOG0006763	NA	red	Mitochondria	1	Atha__AT4G10040, Atha__AT1G22840
HOG0006764	NA	gray	Other	2	Atha__AT3G14075
HOG0006766	NA	gray	Other	2	Atha__AT4G26455, Atha__AT5G56210, Atha__AT3G13360
HOG0006771	NA	red	Mitochondria	1	Atha__AT4G19040, Atha__AT5G45560
HOG0006772	NA	gray	Other	2	Atha__AT4G39400
HOG0006773	NA	gray	Other	2	Atha__AT1G05360, Atha__AT4G14950
HOG0006777	NA	gray	Other	2	Atha__AT1G11930
HOG0006780	NA	Green	Plastid	3	Atha__AT4G12060, Atha__AT4G25370
HOG0006781	NA	gray	Other	2	Atha__AT3G24150, Atha__AT4G32295
HOG0006788	NA	gray	Other	2	Atha__AT4G21570, Atha__AT1G11200
HOG0006790	NA	gray	Other	2	Atha__AT4G13530, Atha__AT4G10080
HOG0006797	NA	gray	Other	2	Atha__AT4G31400
HOG0006800	NA	gray	Other	2	Atha__AT1G80060, Atha__AT4G32270, Atha__AT5G25340
HOG0006801	NA	gray	Other	2	Atha__AT4G38350, Atha__AT1G42470
HOG0006804	NA	gray	Other	2	Atha__AT1G73160, Atha__AT4G19460
HOG0006810	NA	gray	Other	2	Atha__AT4G04040, Atha__AT1G12000
HOG0006811	NA	gray	Other	2	Atha__AT4G26760, Atha__AT5G55230
HOG0006813	NA	gray	Other	2	Atha__AT4G24630, Atha__AT5G50020
HOG0006815	NA	gray	Other	2	Atha__AT1G20850, Atha__AT4G35350
HOG0006816	NA	gray	Other	2	Atha__AT4G21800
HOG0006819	NA	gray	Other	2	Atha__AT4G37380
HOG0006823	NA	gray	Other	2	Atha__AT4G16790, Atha__AT3G60380
HOG0006829	NA	gray	Other	2	Atha__AT1G14010, Atha__AT1G69460, Atha__AT1G26690
HOG0006830	NA	gray	Other	2	Atha__AT1G18720, Atha__AT1G74440
HOG0006832	NA	gray	Other	2	Atha__AT1G72050
HOG0006834	NA	gray	Other	2	Atha__AT1G65220, Atha__AT5G36230
HOG0006837	NA	gray	Other	2	Atha__AT5G04950, Atha__AT5G56080, Atha__AT1G56430, Atha__AT1G09240
HOG0006838	NA	gray	Other	2	Atha__AT1G73460, Atha__AT1G73450, Atha__AT3G17750
HOG0006839	NA	gray	Other	2	Atha__AT3G04520, Atha__AT1G08630
HOG0006840	NA	gray	Other	2	Atha__AT1G10850, Atha__AT1G60630
HOG0006846	NA	gray	Other	2	Atha__AT1G67530, Atha__AT1G24330, Atha__AT1G27910
HOG0006847	NA	Green	Plastid	3	Atha__AT1G21750, Atha__AT1G77510, Atha__AT3G62510
HOG0006854	NA	red	Mitochondria	1	Atha__AT1G75510, Atha__AT3G52270
HOG0006858	NA	gray	Other	2	Atha__AT1G67070, Atha__AT3G02570
HOG0006859	NA	gray	Other	2	Atha__AT1G74790, Atha__AT5G39970, Atha__AT5G62630
HOG0006861	NA	gray	Other	2	Atha__AT1G47271
HOG0006862	NA	gray	Other	2	Atha__AT5G10860
HOG0006864	NA	gray	Other	2	Atha__AT1G12940
HOG0006865	NA	red	Mitochondria	1	Atha__AT1G24180, Atha__AT1G59900
HOG0006866	NA	gray	Other	2	Atha__AT1G15860
HOG0006867	NA	gray	Other	2	Atha__AT1G53035, Atha__AT3G15358
HOG0006874	NA	NA	NA	4	HOG0006874
HOG0006875	NA	gray	Other	2	Atha__AT1G02400, Atha__AT1G47990
HOG0006876	NA	gray	Other	2	Atha__AT1G73390, Atha__AT1G17940
HOG0006878	NA	gray	Other	2	Atha__AT1G26870, Atha__AT5G39820
HOG0006880	NA	gray	Other	2	Atha__AT1G71820
HOG0006881	NA	gray	Other	2	Atha__AT1G66070, Atha__AT5G37475
HOG0006885	NA	gray	Other	2	Atha__AT1G48320, Atha__AT5G48950
HOG0006888	NA	gray	Other	2	Atha__AT1G36020, Atha__AT1G35530
HOG0006892	NA	gray	Other	2	Atha__AT1G30690
HOG0006893	NA	gray	Other	2	Atha__AT1G67250, Atha__AT5G38650
HOG0006895	NA	gray	Other	2	Atha__AT1G67570
HOG0006898	NA	Green	Plastid	3	Atha__AT1G73990
HOG0006899	NA	gray	Other	2	Atha__AT5G61240, Atha__AT1G13910
HOG0006900	NA	gray	Other	2	Atha__AT1G08910, Atha__AT5G41580
HOG0006901	NA	gray	Other	2	Atha__AT1G51660, Atha__AT3G21220
HOG0006905	NA	gray	Other	2	Atha__AT1G64320, Atha__AT5G41780
HOG0006907	NA	gray	Other	2	Atha__AT1G59910, Atha__AT1G70140, Atha__AT1G24150
HOG0006908	NA	gray	Other	2	Atha__AT1G09020
HOG0006909	NA	gray	Other	2	Atha__AT1G52880, Atha__AT3G15510, Atha__AT1G61110
HOG0006912	NA	gray	Other	2	Atha__AT1G75530, Atha__AT3G54350
HOG0006913	NA	gray	Other	2	Atha__AT1G15000
HOG0006915	NA	gray	Other	2	Atha__AT1G49820
HOG0006916	NA	gray	Other	2	Atha__AT1G64625, Atha__AT5G24352
HOG0006923	NA	gray	Other	2	Atha__AT1G13340, Atha__AT3G15490
HOG0006924	NA	Green	Plastid	3	Atha__AT5G51690, Atha__AT1G62960
HOG0006925	NA	gray	Other	2	Atha__AT1G70750, Atha__AT5G16720
HOG0006927	NA	gray	Other	2	Atha__AT1G33980
HOG0006928	NA	gray	Other	2	Atha__AT3G48480
HOG0006930	NA	gray	Other	2	Atha__AT3G09430
HOG0006933	NA	Green	Plastid	3	Atha__AT3G29160, Atha__AT3G01090
HOG0006935	NA	NA	NA	4	HOG0006935
HOG0006939	NA	gray	Other	2	Atha__AT3G09770, Atha__AT3G53410
HOG0006942	NA	gray	Other	2	Atha__AT3G24880, Atha__AT3G24870
HOG0006944	NA	Green	Plastid	3	Atha__AT3G06530
HOG0006947	NA	gray	Other	2	Atha__AT3G10120, Atha__AT5G03890
HOG0006949	NA	gray	Other	2	Atha__AT3G04720
HOG0006950	NA	gray	Other	2	Atha__AT3G19340
HOG0006952	NA	gray	Other	2	Atha__AT3G28850, Atha__AT5G39865
HOG0006954	NA	gray	Other	2	Atha__AT3G47730, Atha__AT5G61690, Atha__AT5G61730
HOG0006955	NA	gray	Other	2	Atha__AT3G51240
HOG0006959	NA	NA	NA	4	HOG0006959
HOG0006960	NA	gray	Other	2	Atha__AT3G01560, Atha__AT5G14540
HOG0006963	NA	gray	Other	2	Atha__AT3G06340, Atha__AT5G18750
HOG0006964	NA	gray	Other	2	Atha__AT3G26600
HOG0006968	NA	red	Mitochondria	1	Atha__AT3G49920, Atha__AT5G67500
HOG0006969	NA	gray	Other	2	Atha__AT3G58450, Atha__AT3G11930
HOG0006970	NA	gray	Other	2	Atha__AT3G11000, Atha__AT5G01660
HOG0006974	NA	gray	Other	2	Atha__AT3G01890, Atha__AT5G14170
HOG0006975	NA	Green	Plastid	3	Atha__AT3G07700
HOG0006976	NA	gray	Other	2	Atha__AT3G05970, Atha__AT5G27600
HOG0006982	NA	gray	Other	2	Atha__AT3G13540
HOG0006984	NA	gray	Other	2	Atha__AT3G12400, Atha__AT5G13860
HOG0006986	NA	gray	Other	2	Atha__AT3G48800, Atha__AT5G23680
HOG0006987	NA	Green	Plastid	3	Atha__AT3G54960, Atha__AT5G60640
HOG0006989	NA	gray	Other	2	Atha__AT3G48770
HOG0006990	NA	gray	Other	2	Atha__AT5G13140, Atha__AT3G26960, Atha__AT5G41050
HOG0006991	NA	gray	Other	2	Atha__AT5G53370, Atha__AT3G49220
HOG0006994	NA	gray	Other	2	Atha__AT3G63250, Atha__AT3G22740
HOG0006995	NA	gray	Other	2	Atha__AT3G17900
HOG0006997	NA	gray	Other	2	Atha__AT3G07370
HOG0006998	NA	Green	Plastid	3	Atha__AT3G49830, Atha__AT5G67630
HOG0006999	NA	gray	Other	2	Atha__AT3G55950
HOG0007001	NA	gray	Other	2	Atha__AT3G43920
HOG0007003	NA	gray	Other	2	Atha__AT3G11773, Atha__AT5G06470, Atha__AT5G01420
HOG0007004	NA	NA	NA	4	HOG0007004
HOG0007005	NA	gray	Other	2	Atha__AT3G55830
HOG0007006	NA	gray	Other	2	Atha__AT3G62800
HOG0007007	NA	gray	Other	2	Atha__AT5G11200, Atha__AT5G11170
HOG0007008	NA	gray	Other	2	Atha__AT5G19430, Atha__AT5G12310
HOG0007009	NA	gray	Other	2	Atha__AT5G14030
HOG0007010	NA	gray	Other	2	Atha__AT5G18640, Atha__AT5G18630
HOG0007016	NA	gray	Other	2	Atha__AT5G12260
HOG0007018	NA	Green	Plastid	3	Atha__AT5G40200
HOG0007019	NA	red	Mitochondria	1	Atha__AT5G14210, Atha__AT5G63410
HOG0007022	NA	gray	Other	2	Atha__AT5G43310
HOG0007025	NA	gray	Other	2	Atha__AT5G59950, Atha__AT5G02530
HOG0007026	NA	gray	Other	2	Atha__AT5G05560
HOG0007027	NA	gray	Other	2	Atha__AT5G09570
HOG0007030	NA	gray	Other	2	Atha__AT5G51330, Atha__AT5G23610
HOG0007031	NA	gray	Other	2	Atha__AT5G06570
HOG0007032	NA	gray	Other	2	Atha__AT5G11530
HOG0007035	NA	gray	Other	2	Atha__AT5G47820
HOG0007043	NA	gray	Other	2	Atha__AT5G55960
HOG0007044	NA	gray	Other	2	Atha__AT5G44750
HOG0007045	NA	gray	Other	2	Atha__AT5G20280
HOG0007046	NA	gray	Other	2	Atha__AT5G48480
HOG0007065	NA	gray	Other	2	Atha__AT5G48380
HOG0007068	NA	gray	Other	2	Atha__AT5G23570
HOG0007069	NA	gray	Other	2	Atha__AT5G12470
HOG0007070	NA	gray	Other	2	Atha__AT5G22030
HOG0007073	NA	NA	NA	4	HOG0007073
HOG0007076	NA	NA	NA	4	HOG0007076
HOG0007105	NA	Green	Plastid	3	Atha__AT5G65760
HOG0007107	NA	gray	Other	2	Atha__AT2G39940
HOG0007108	NA	gray	Other	2	Atha__AT2G25130, Atha__AT4G31890
HOG0007109	NA	gray	Other	2	Atha__AT2G20680, Atha__AT4G28320
HOG0007110	NA	gray	Other	2	Atha__AT2G29080, Atha__AT1G07510
HOG0007111	NA	gray	Other	2	Atha__AT2G26280
HOG0007112	NA	gray	Other	2	Atha__AT4G20110, Atha__AT2G34940, Atha__AT1G30900
HOG0007113	NA	gray	Other	2	Atha__AT2G39445, Atha__AT1G61280
HOG0007114	NA	Green	Plastid	3	Atha__AT2G39800, Atha__AT3G55610
HOG0007115	NA	gray	Other	2	Atha__AT2G46200
HOG0007118	NA	gray	Other	2	Atha__AT2G24050, Atha__AT5G57870
HOG0007119	NA	gray	Other	2	Atha__AT2G41970
HOG0007121	NA	gray	Other	2	Atha__AT2G39130, Atha__AT3G54830
HOG0007123	NA	gray	Other	2	Atha__AT2G41705
HOG0007124	NA	gray	Other	2	Atha__AT2G36200
HOG0007126	NA	gray	Other	2	Atha__AT2G24290, Atha__AT4G30996
HOG0007127	NA	gray	Other	2	Atha__AT2G44570, Atha__AT2G44560, Atha__AT2G44550, Atha__AT2G44540
HOG0007130	NA	gray	Other	2	Atha__AT2G22690, Atha__AT4G37880, Atha__AT5G09630
HOG0007134	NA	gray	Other	2	Atha__AT2G27120, Atha__AT1G08260
HOG0007135	NA	gray	Other	2	Atha__AT4G10465, Atha__AT2G18196
HOG0007137	NA	Green	Plastid	3	Atha__AT2G40690
HOG0007140	NA	gray	Other	2	Atha__AT2G36680, Atha__AT3G53120
HOG0007141	NA	Green	Plastid	3	Atha__AT2G27285, Atha__AT1G55928, Atha__AT2G27280
HOG0007142	NA	gray	Other	2	Atha__AT2G40420, Atha__AT3G56200
HOG0007147	NA	gray	Other	2	Atha__AT2G26170
HOG0007150	NA	gray	Other	2	Atha__AT2G39980, Atha__AT5G01210
HOG0007154	NA	gray	Other	2	Atha__AT2G20830
HOG0007155	NA	gray	Other	2	Atha__AT2G03800
HOG0007157	NA	gray	Other	2	Atha__AT2G17390, Atha__AT4G35450
HOG0007159	NA	gray	Other	2	Atha__AT2G32380, Atha__AT1G05220, Atha__AT1G05210
HOG0007160	NA	gray	Other	2	Atha__AT2G33290, Atha__AT4G13460
HOG0007161	NA	gray	Other	2	Atha__AT2G17290, Atha__AT4G35310, Atha__AT4G38230
HOG0007162	NA	gray	Other	2	Atha__AT1G69540, Atha__AT2G03060, Atha__AT1G18750
HOG0007164	NA	Green	Plastid	3	Atha__AT2G20260, Atha__AT4G28750
HOG0007166	NA	red	Mitochondria	1	Atha__AT2G18520, Atha__AT4G36680
HOG0007170	NA	gray	Other	2	Atha__AT2G37960, Atha__AT3G54060
HOG0007173	NA	gray	Other	2	Atha__AT2G44900, Atha__AT3G60350
HOG0007174	NA	gray	Other	2	Atha__AT2G30490
HOG0007175	NA	gray	Other	2	Atha__AT2G03110, Atha__AT1G14170, Atha__AT5G15270
HOG0007176	NA	Green	Plastid	3	Atha__AT2G16570, Atha__AT4G34740, Atha__AT4G38880
HOG0007178	NA	gray	Other	2	Atha__AT2G28840
HOG0007179	NA	gray	Other	2	Atha__AT2G16700, Atha__AT4G34970
HOG0007181	NA	gray	Other	2	Atha__AT4G25140, Atha__AT5G51210
HOG0007183	NA	gray	Other	2	Atha__AT2G26440
HOG0007185	NA	Green	Plastid	3	Atha__AT2G05620
HOG0007186	NA	gray	Other	2	Atha__AT2G42270, Atha__AT1G20960
HOG0007187	NA	gray	Other	2	Atha__AT2G41340, Atha__AT3G57080, Atha__AT3G54490
HOG0007188	NA	gray	Other	2	Atha__AT3G46210
HOG0007192	NA	gray	Other	2	Atha__AT2G35210, Atha__AT4G17890, Atha__AT5G46750
HOG0007193	NA	gray	Other	2	Atha__AT2G17530, Atha__AT4G35500
HOG0007195	NA	gray	Other	2	Atha__AT4G30360, Atha__AT2G24610
HOG0007196	NA	gray	Other	2	Atha__AT2G23530, Atha__AT4G37110
HOG0007197	NA	gray	Other	2	Atha__AT2G42680, Atha__AT3G58680
HOG0007198	NA	red	Mitochondria	1	Atha__AT2G20060
HOG0007203	NA	gray	Other	2	Atha__AT1G66340, Atha__AT2G40940
HOG0007204	NA	gray	Other	2	Atha__AT2G11520
HOG0007209	NA	gray	Other	2	Atha__AT2G30110, Atha__AT5G06460
HOG0007210	NA	gray	Other	2	Atha__AT2G22720, Atha__AT4G37860
HOG0007211	NA	gray	Other	2	Atha__AT2G18830, Atha__AT3G15010
HOG0007212	NA	gray	Other	2	Atha__AT2G47710
HOG0007213	NA	gray	Other	2	Atha__AT2G41451, Atha__AT3G57200, Atha__AT3G08550
HOG0007214	NA	Green	Plastid	3	Atha__AT2G43630, Atha__AT3G59640
HOG0007216	NA	gray	Other	2	Atha__AT2G02040
HOG0007218	NA	Green	Plastid	3	Atha__AT5G09660, Atha__AT2G22780
HOG0007221	NA	gray	Other	2	Atha__AT4G34640, Atha__AT4G34650
HOG0007222	NA	gray	Other	2	Atha__AT4G19006, Atha__AT5G45620
HOG0007227	NA	gray	Other	2	Atha__AT4G02510
HOG0007228	NA	Green	Plastid	3	Atha__AT1G10970, Atha__AT1G60960, Atha__AT4G33020
HOG0007229	NA	gray	Other	2	Atha__AT4G11280, Atha__AT3G61510, Atha__AT1G01480
HOG0007230	NA	gray	Other	2	Atha__AT4G27690, Atha__AT5G53530
HOG0007233	NA	gray	Other	2	Atha__AT3G06910, Atha__AT4G00690, Atha__AT4G15880
HOG0007234	NA	Green	Plastid	3	Atha__AT4G35770, Atha__AT5G66040
HOG0007237	NA	gray	Other	2	Atha__AT4G26570, Atha__AT5G55990
HOG0007240	NA	gray	Other	2	Atha__AT4G35870
HOG0007248	NA	gray	Other	2	Atha__AT4G14750
